Gene	Terms
Dmagna001114-T1	GO:0016020
Dmagna001117-T1	GO:0042302,GO:0062129
Dmagna001118-T1	GO:0042302,GO:0062129,GO:0016020
Dmagna001120-T1	GO:0016020
Dmagna001123-T1	GO:0016020
Dmagna001124-T1	GO:0016020
Dmagna001130-T1	GO:0004491,GO:0019859,GO:0005739,GO:0018478,GO:0006208,GO:0006574,GO:0102662,GO:0051536,GO:0016020,GO:0046872
Dmagna001132-T1	GO:0016020
Dmagna001133-T1	GO:0004842,GO:0009966,GO:0016020,GO:0005737,GO:0016874,GO:0000209,GO:0061659,GO:0043066
Dmagna001134-T1	GO:0043547,GO:0005096,GO:0005634,GO:0051056,GO:0005737
Dmagna001135-T1	GO:0036064,GO:0008017
Dmagna001137-T1	GO:0010466,GO:0004867
Dmagna001138-T1	GO:0010466,GO:0004867
Dmagna001139-T1	GO:0032549,GO:0000428,GO:0006351,GO:0003899,GO:0003677,GO:0005654,GO:0046872,GO:0140513
Dmagna001140-T1	GO:0005044,GO:0006897,GO:0005576,GO:0016020,GO:0016641,GO:0005507,GO:0018057,GO:0140096
Dmagna001144-T1	GO:0004435,GO:0007264,GO:0016042,GO:0005085
Dmagna001144-T2	GO:0004435,GO:0007264,GO:0016042,GO:0005085
Dmagna001150-T1	GO:0003677
Dmagna001153-T1	GO:0016042,GO:0016788,GO:0016020
Dmagna001155-T1	GO:0006338,GO:0000978,GO:0005634,GO:0006357,GO:0000981
Dmagna001156-T1	GO:0046872,GO:0034247,GO:0005684
Dmagna001157-T1	GO:0031672,GO:0007517,GO:0051879,GO:0030018,GO:0005549,GO:0004984,GO:0048471,GO:0030154,GO:0015276,GO:0061077,GO:0050911,GO:0016020,GO:0034220
Dmagna001162-T1	GO:0005739,GO:0033617,GO:0005507,GO:0031970
Dmagna001163-T1	GO:0005844,GO:0002181
Dmagna001164-T1	GO:0015935,GO:0003735,GO:0006412,GO:0003723,GO:0005515,GO:0022626,GO:0070062,GO:0005925,GO:0000028,GO:0005654,GO:0016020,GO:0006450
Dmagna001169-T1	GO:0032008,GO:0016746
Dmagna001170-T1	GO:0016864,GO:0005788,GO:0034976,GO:0006457,GO:0140096,GO:0009986,GO:0016020
Dmagna001173-T1	GO:0003677
Dmagna001175-T1	GO:0006486,GO:0016758,GO:0016020
Dmagna001175-T2	GO:0006486,GO:0016758,GO:0000139
Dmagna001177-T1	GO:0005509,GO:0030234
Dmagna001178-T1	GO:0007229,GO:0016020
Dmagna001180-T1	GO:0007157,GO:0008305,GO:0005178,GO:0007229,GO:0009897,GO:0033627,GO:0007160
Dmagna001193-T1	GO:1990423,GO:1903083,GO:0071459,GO:0071173,GO:0071174,GO:0045841,GO:0051301
Dmagna001197-T1	GO:0005375,GO:0035434,GO:0016020,GO:0006878
Dmagna001198-T1	GO:0045892,GO:0003700,GO:0005634,GO:0046872,GO:0003676,GO:0006357
Dmagna001200-T1	GO:0016020
Dmagna001204-T1	GO:0016020
Dmagna001208-T1	GO:0016020
Dmagna001210-T1	GO:0016020
Dmagna001212-T1	GO:0000813,GO:0017124,GO:0015031,GO:0031902,GO:0019075,GO:0042058,GO:0046755
Dmagna001213-T1	GO:0016887,GO:0005524
Dmagna001216-T1	GO:0070403,GO:0016570,GO:0072687,GO:0017136,GO:0043220,GO:0061433,GO:0033010,GO:2000777,GO:0061428,GO:0043204,GO:1900195,GO:0072686,GO:0044546,GO:0030496,GO:0090042,GO:0005814,GO:0005813,GO:0008270,GO:0071872,GO:0048471,GO:0034983,GO:0045843,GO:0016740,GO:1900226,GO:0005874,GO:1900119,GO:0042903,GO:0005730,GO:0034739,GO:0051987,GO:0045836,GO:0005829,GO:0035035,GO:0045723,GO:0005694,GO:0042826,GO:0022011,GO:0140297,GO:0005739,GO:2000378,GO:0043130,GO:0005886,GO:0003682,GO:0031641,GO:0043388,GO:0045599,GO:0010507,GO:0042177,GO:0010801,GO:0043687,GO:0051781,GO:0040029,GO:0008285,GO:0043161,GO:0034599,GO:0045944,GO:0044242
Dmagna001216-T2	GO:0017136,GO:0016570,GO:0072687,GO:0070403,GO:0043220,GO:0033010,GO:2000777,GO:0061428,GO:0072686,GO:0090042,GO:0030496,GO:0005814,GO:0061433,GO:0043204,GO:0008270,GO:0034983,GO:0005813,GO:0045843,GO:0048471,GO:1900195,GO:0044546,GO:0005874,GO:0016740,GO:0045723,GO:0071872,GO:0005730,GO:1900226,GO:0005829,GO:0042903,GO:0034739,GO:1900119,GO:0035035,GO:0005694,GO:0051987,GO:0042826,GO:0045836,GO:0140297,GO:0005739,GO:0010507,GO:0043130,GO:0005886,GO:0003682,GO:0042177,GO:0022011,GO:2000378,GO:0031641,GO:0043388,GO:0045599,GO:0043687,GO:0010801,GO:0040029,GO:0008285,GO:0051781,GO:0043161,GO:0034599,GO:0045944,GO:0044242
Dmagna001217-T1	GO:0005634,GO:0016740,GO:0006396,GO:0003723,GO:0070013,GO:0043232
Dmagna001218-T1	GO:0003724,GO:0043229,GO:0006406,GO:0005524,GO:0000398,GO:0003676,GO:0016787,GO:0016020
Dmagna001219-T1	GO:0006486,GO:0000139,GO:0016758,GO:0008194,GO:0006024
Dmagna001220-T1	GO:0006013,GO:0004559,GO:0034270,GO:0070013,GO:0030246,GO:0046872,GO:0005829,GO:0009313,GO:0000329,GO:0019320,GO:0005634
Dmagna001221-T1	GO:0003777,GO:0007018,GO:0005737,GO:0008017,GO:0015630,GO:0030705,GO:0016192,GO:0005524,GO:0099513,GO:0032991,GO:0016887
Dmagna001222-T1	GO:0031146,GO:0019005,GO:0005737
Dmagna001223-T1	GO:0004930,GO:0007186,GO:0005886
Dmagna001223-T2	GO:0004930,GO:0007186,GO:0005886
Dmagna001229-T1	GO:0016020
Dmagna001230-T1	GO:0005737
Dmagna001232-T1	GO:0000978,GO:0036342,GO:0030903,GO:0001707,GO:0030902,GO:0000981,GO:0009952,GO:0006357,GO:0016055
Dmagna001234-T1	GO:0002244,GO:0005829
Dmagna001241-T1	GO:0004672,GO:0006468,GO:0005524
Dmagna001248-T1	GO:0042274,GO:0030688,GO:0005829,GO:0005634,GO:0000056,GO:0016020
Dmagna001252-T1	GO:0016020
Dmagna001257-T1	GO:0003824,GO:0016020
Dmagna001266-T1	GO:0005794,GO:0034199,GO:0034237
Dmagna001269-T1	GO:0016491
Dmagna001270-T1	GO:0003724,GO:0008380,GO:0005681,GO:0005524,GO:0003676,GO:0016787,GO:0003779
Dmagna001271-T1	GO:0004672,GO:0006468,GO:0005524
Dmagna001272-T1	GO:0062023,GO:0005615,GO:0016020
Dmagna001273-T1	GO:0000165,GO:0004672,GO:0005524,GO:0006468
Dmagna001275-T1	GO:0006887,GO:0005886,GO:0005737
Dmagna001282-T1	GO:0032527,GO:0005737
Dmagna001283-T1	GO:0036402,GO:1901800,GO:0000502,GO:0016887,GO:0005737,GO:0051321,GO:0005524,GO:0001673,GO:0030163,GO:0008233,GO:0006508,GO:0043632
Dmagna001284-T1	GO:0016020,GO:0015485
Dmagna001285-T1	GO:0008270,GO:0099536,GO:0045202,GO:0005886,GO:0016874
Dmagna001286-T1	GO:0038023,GO:0071231,GO:0016020,GO:0061714,GO:0015884,GO:0005542,GO:0045178,GO:0030136,GO:0007342,GO:0009986,GO:0035036,GO:0045177,GO:0005768,GO:0005576,GO:0071944,GO:0007155
Dmagna001287-T1	GO:0016538,GO:0006357,GO:0005634,GO:0016301,GO:0032991,GO:0016310,GO:0045893
Dmagna001288-T1	GO:0009968,GO:0035556,GO:0040008,GO:0016567
Dmagna001289-T1	GO:0047560,GO:0006666,GO:0005783,GO:0030148,GO:0016020,GO:0031984,GO:0090156,GO:0030220,GO:0090520,GO:0006684,GO:0008654,GO:0043604
Dmagna001290-T1	GO:0016558,GO:0005778,GO:0008270
Dmagna001291-T1	GO:0070131,GO:0005085,GO:0005743,GO:0019843,GO:0016787
Dmagna001292-T1	GO:0047617
Dmagna001293-T1	GO:0004383,GO:0006182,GO:0016020,GO:0004713,GO:1990351,GO:0006468,GO:0043235,GO:0005524,GO:0071944,GO:0000775,GO:0005634,GO:0007154,GO:0004888,GO:0022857,GO:0033674,GO:0055085,GO:0023052,GO:0051716
Dmagna001294-T1	GO:0005737
Dmagna001296-T1	GO:0005247,GO:1902476,GO:0016020
Dmagna001297-T1	GO:0005247,GO:1902476,GO:0016020
Dmagna001298-T1	GO:0005247,GO:1902476,GO:0016020
Dmagna001299-T1	GO:0004807,GO:0006094,GO:0005829,GO:0016020,GO:0006165,GO:0008929,GO:0046031,GO:0019863,GO:0042803,GO:0006090,GO:0046034,GO:0016052,GO:0006091,GO:0046166,GO:0019242,GO:0046174,GO:0006071,GO:0044248
Dmagna001301-T1	GO:0000175,GO:0090503,GO:0003676
Dmagna001304-T1	GO:0001228,GO:0045944,GO:0005634,GO:0003677,GO:0048856,GO:0006351
Dmagna001308-T1	GO:0042138,GO:0003918,GO:0005694,GO:0003677,GO:0031981,GO:0005524,GO:0006259,GO:0046872,GO:0016787,GO:0006996,GO:0006974
Dmagna001309-T1	GO:0016020
Dmagna001310-T1	GO:0016757,GO:0016020,GO:0006487,GO:0005793,GO:0005795,GO:0005783
Dmagna001311-T1	GO:0016757,GO:0016020,GO:0006487,GO:0005793,GO:0005795,GO:0005783
Dmagna001312-T1	GO:0071203,GO:0140285,GO:0051125,GO:0030041,GO:0007032,GO:0005768,GO:0005654,GO:0016020,GO:0040038,GO:0097494,GO:0090306,GO:0048468,GO:0051641,GO:0060047,GO:0007040,GO:0071695,GO:0031503,GO:0120039,GO:0033036,GO:0030182,GO:0003006,GO:0120036,GO:0071705,GO:0071702,GO:0016192
Dmagna001314-T1	GO:0046872
Dmagna001328-T1	GO:0044772,GO:0016538,GO:0000307,GO:0005113,GO:0043539,GO:0000940,GO:0051301,GO:0000922,GO:1905448,GO:0005813,GO:0044389,GO:0051987,GO:0019901,GO:0010971,GO:1903504,GO:0005759,GO:0044877,GO:0060090,GO:0005829,GO:0007080,GO:0005634,GO:0000079,GO:0007052,GO:0033047,GO:0010965,GO:0048146,GO:0016020,GO:0007088,GO:0030071,GO:0001701,GO:0006468,GO:0031442,GO:0060623,GO:0060045,GO:0001556,GO:0045860,GO:0001933,GO:0010629,GO:0065003
Dmagna001330-T1	GO:0016020
Dmagna001331-T1	GO:0016020
Dmagna001334-T1	GO:0030663,GO:0006886,GO:0005198,GO:0016192,GO:0016740,GO:0030117,GO:0000139
Dmagna001335-T1	GO:0043565,GO:0005634,GO:0006355,GO:0003700
Dmagna001335-T2	GO:0043565,GO:0005634,GO:0006355,GO:0003700
Dmagna001337-T1	GO:0016020,GO:0015297,GO:0055085,GO:0005794
Dmagna001338-T1	GO:0034243,GO:0003714,GO:0005634,GO:0045892,GO:0046872,GO:0035064,GO:0003677,GO:0009966
Dmagna001339-T1	GO:0015149,GO:0008645,GO:0016020
Dmagna001347-T1	GO:0004054,GO:0046314,GO:0016020,GO:0004111,GO:0005524,GO:0016310,GO:0019863
Dmagna001350-T1	GO:0090114,GO:0030127,GO:0008270,GO:0006886,GO:0005096,GO:0005789,GO:0035459,GO:0070971
Dmagna001353-T1	GO:0035861,GO:0031491,GO:0006302,GO:0046872,GO:0005634,GO:0004842
Dmagna001354-T1	GO:0098661,GO:0008509,GO:0016020,GO:0098656,GO:0015116,GO:0015291,GO:0008272
Dmagna001354-T2	GO:0098661,GO:0008509,GO:0016020,GO:0098656,GO:0015116,GO:0015291,GO:0008272
Dmagna001355-T1	GO:0008509,GO:0098661,GO:0016020,GO:0098656,GO:0015116,GO:0008272,GO:0015291
Dmagna001356-T1	GO:0004970,GO:0035235,GO:0045211,GO:0034220,GO:0008328,GO:0014069,GO:0072375,GO:0050975,GO:0005244,GO:0007616,GO:0035249,GO:1904315,GO:0022890,GO:0050804,GO:0060078
Dmagna001356-T2	GO:0004970,GO:0035235,GO:0045211,GO:0034220,GO:0008328,GO:0014069,GO:0072375,GO:0050975,GO:0007616,GO:0005244,GO:0035249,GO:1904315,GO:0022890,GO:0050804,GO:0060078
Dmagna001365-T1	GO:0070469,GO:0005743,GO:0030964,GO:0098798,GO:1902495
Dmagna001366-T1	GO:1990904,GO:0003735,GO:0006412,GO:0005840,GO:0003723,GO:0005829
Dmagna001367-T1	GO:0033743,GO:0030091,GO:0005739,GO:0006979,GO:0033745,GO:0008270,GO:0005783,GO:0030041,GO:0003779
Dmagna001369-T1	GO:0004931,GO:0033198,GO:0098794,GO:0001614,GO:0035590,GO:0005886,GO:0060079,GO:0005829,GO:0048471,GO:0005524,GO:0098655,GO:0099604,GO:0045296,GO:0010524,GO:0042802,GO:0055119,GO:2001028,GO:0010614,GO:0034405,GO:0050850,GO:0051899,GO:0043536,GO:0055117,GO:0008217,GO:1902075,GO:0097190,GO:0019722,GO:0071417,GO:0071407,GO:0006816,GO:1901701,GO:0098662
Dmagna001374-T1	GO:0008168,GO:0032259,GO:0016020
Dmagna001375-T1	GO:0004806,GO:0005576,GO:0006629,GO:1901575,GO:0046872
Dmagna001376-T1	GO:0005737,GO:0006355,GO:0005634
Dmagna001377-T1	GO:0008537,GO:0061133,GO:2000045,GO:0061136,GO:0004866,GO:0005703,GO:0005705,GO:0010950,GO:0005634,GO:0070013,GO:0005737,GO:1990904,GO:0000398
Dmagna001378-T1	GO:0000226,GO:0015630
Dmagna001381-T1	GO:0046872
Dmagna001382-T1	GO:0050709,GO:0005634,GO:0005737
Dmagna001383-T1	GO:0005319,GO:0006869
Dmagna001387-T1	GO:0043565,GO:0005634,GO:0006355,GO:0003700
Dmagna001389-T1	GO:0016787,GO:0006882,GO:0005737,GO:0001822,GO:0140827,GO:0005634,GO:0051604
Dmagna001390-T1	GO:0044221,GO:0090729,GO:0006887,GO:0004190,GO:0044218,GO:0035821,GO:0033644,GO:0005576,GO:0005886,GO:0006400,GO:0005634,GO:0005737,GO:0006508
Dmagna001392-T1	GO:0006357,GO:0003700,GO:0005634,GO:0000978
Dmagna001395-T1	GO:0004930,GO:0007186,GO:0016020
Dmagna001396-T1	GO:0004930,GO:0007186,GO:0016020
Dmagna001397-T1	GO:0005509,GO:0042554,GO:0043020,GO:0016175,GO:0006952
Dmagna001398-T1	GO:0005509,GO:0042554,GO:0043020,GO:0016175,GO:0006952
Dmagna001399-T1	GO:0042554,GO:0016175,GO:0043020,GO:0005509,GO:0006952
Dmagna001400-T1	GO:0016020
Dmagna001400-T2	GO:0016020
Dmagna001402-T1	GO:0030014,GO:0004842,GO:0016567,GO:0003723,GO:0046872
Dmagna001403-T1	GO:0045494,GO:0007600
Dmagna001404-T1	GO:0140662,GO:0006457,GO:0034663,GO:1903297,GO:0005524,GO:1900038,GO:0031204,GO:0071456,GO:2001243,GO:0016020,GO:0032440
Dmagna001405-T1	GO:0006396,GO:0003723,GO:0022618,GO:0016071
Dmagna001406-T1	GO:0000978,GO:0045893,GO:0005634,GO:0003700,GO:0006357
Dmagna001409-T1	GO:0046872
Dmagna001410-T1	GO:0006260,GO:0005634,GO:0003677,GO:0006310,GO:0046872,GO:0006281,GO:0070013,GO:0030894,GO:0007004,GO:0034502,GO:0051321
Dmagna001411-T1	GO:0005524,GO:0000209,GO:0000151,GO:0006511,GO:0005634,GO:0016740,GO:0016874,GO:0031625,GO:0140096
Dmagna001414-T1	GO:0003921,GO:0006177,GO:0005524,GO:0016740
Dmagna001419-T1	GO:0005643,GO:0006913,GO:0033036,GO:0071705,GO:0071702,GO:0043170
Dmagna001420-T1	GO:0004135,GO:0005980,GO:0005737,GO:0004134,GO:0016020,GO:0005978,GO:0102500
Dmagna001421-T1	GO:0015179,GO:1902475,GO:0005774
Dmagna001421-T2	GO:0015179,GO:1902475,GO:0005774
Dmagna001422-T1	GO:0018024,GO:0034968,GO:0005694,GO:0005634,GO:0008270,GO:0006325,GO:0140938,GO:0003690
Dmagna001423-T1	GO:0018024,GO:0034968,GO:0005634,GO:0005694,GO:0008270
Dmagna001424-T1	GO:0043565,GO:0005634,GO:0006355,GO:0046872,GO:0001067,GO:0003690,GO:0000981,GO:0007548
Dmagna001425-T1	GO:0034703,GO:0005262,GO:0070588,GO:0050896,GO:0008236,GO:0006508
Dmagna001432-T1	GO:0009897,GO:0030246
Dmagna001433-T1	GO:0005344,GO:0015671,GO:0016020,GO:0019825,GO:0020037,GO:0046872,GO:0001666
Dmagna001440-T1	GO:0009653,GO:0016020,GO:0030154,GO:0071944,GO:0007155,GO:0043005,GO:0031430,GO:0120036,GO:0007399,GO:0006935
Dmagna001440-T2	GO:0009653,GO:0016020,GO:0030154,GO:0071944,GO:0007155,GO:0043005,GO:0120036,GO:0007399,GO:0006935
Dmagna001441-T1	GO:0004602,GO:0006979,GO:0005829,GO:0098869,GO:0140824,GO:0030178
Dmagna001442-T1	GO:0004602,GO:0006979,GO:0016020,GO:0098869
Dmagna001443-T1	GO:0016301,GO:0016310,GO:0005634,GO:0005737,GO:0030295,GO:0001934,GO:0007165
Dmagna001444-T1	GO:1990904,GO:0003735,GO:0006412,GO:0005840,GO:0005829
Dmagna001447-T1	GO:0032422,GO:0005634,GO:0006357,GO:0000977,GO:0000981
Dmagna001447-T2	GO:0032422,GO:0005634,GO:0006357,GO:0000977,GO:0000981
Dmagna001448-T1	GO:0016020
Dmagna001451-T1	GO:0070006,GO:0043069,GO:0016020,GO:0030145,GO:0006508,GO:1990798,GO:0031018,GO:0102009
Dmagna001453-T1	GO:0043565,GO:0005634,GO:0006355,GO:0003700
Dmagna001460-T1	GO:0043565,GO:0005634,GO:0006355,GO:0003700
Dmagna001461-T1	GO:0005673,GO:0006367,GO:0003677,GO:0003743,GO:0001097,GO:0006413,GO:0016020
Dmagna001462-T1	GO:0005634,GO:0046872,GO:0006357
Dmagna001463-T1	GO:0015267,GO:0055085,GO:0016323,GO:0015168,GO:0006833,GO:0005372,GO:0015850,GO:0008643,GO:0015204,GO:0015840
Dmagna001465-T1	GO:0018108,GO:0004713,GO:0002009,GO:0005524,GO:0048869
Dmagna001466-T1	GO:0002028,GO:0005886
Dmagna001467-T1	GO:0062101,GO:0042264,GO:0005783,GO:0016020
Dmagna001468-T1	GO:0016432,GO:0008033,GO:0005634,GO:0009451
Dmagna001470-T1	GO:0046491,GO:0004493
Dmagna001471-T1	GO:0005634
Dmagna001472-T1	GO:0005484,GO:0061025,GO:0005794,GO:0016192,GO:0015031,GO:0000149,GO:0016020,GO:0030134,GO:0005770,GO:0030133,GO:0048284,GO:0016050,GO:0098827,GO:0032991
Dmagna001473-T1	GO:0008061,GO:0005576,GO:0005975,GO:0016810,GO:0016020
Dmagna001478-T1	GO:0005764,GO:0004567,GO:0005975,GO:0006516,GO:0005576,GO:0016020
Dmagna001480-T1	GO:0003779,GO:0006913,GO:0005794
Dmagna001483-T1	GO:0080019,GO:1901568,GO:0005777,GO:0102965,GO:0006637,GO:0016301,GO:0031903,GO:0016310
Dmagna001485-T1	GO:0031931,GO:0031929,GO:0004523,GO:0090502,GO:0003676
Dmagna001487-T1	GO:0000184,GO:0070034,GO:0005697,GO:0042162,GO:0005737
Dmagna001490-T1	GO:0098661,GO:0015116,GO:0016020,GO:0008509,GO:0008272,GO:0098656,GO:0015291
Dmagna001491-T1	GO:0008509,GO:0098661,GO:0016020,GO:0098656,GO:0015116,GO:0008272,GO:0015291
Dmagna001491-T2	GO:0008509,GO:0098661,GO:0016020,GO:0098656,GO:0015116,GO:0008272,GO:0015291
Dmagna001491-T3	GO:0008509,GO:0098661,GO:0016020,GO:0098656,GO:0015116,GO:0008272,GO:0015291
Dmagna001502-T1	GO:0016301,GO:0016310,GO:0005634,GO:0005737
Dmagna001503-T1	GO:0061685,GO:0017182,GO:0005737,GO:1900247,GO:0008168,GO:0032259,GO:0044249
Dmagna001504-T1	GO:0006198,GO:0004114,GO:0005634,GO:0046872,GO:0016020,GO:0019900,GO:0007165,GO:0048856,GO:1903206,GO:0071364,GO:0070374,GO:0001934,GO:0006355
Dmagna001512-T1	GO:0022848,GO:0060079,GO:0045211,GO:0004888,GO:0034220,GO:0007271
Dmagna001516-T1	GO:0022848,GO:0060079,GO:0045211,GO:0005892,GO:0043197,GO:0004888,GO:0034220,GO:0014069,GO:0042166,GO:0007630,GO:0007271,GO:0007632,GO:0006812
Dmagna001532-T1	GO:0005230,GO:0060079,GO:0045211,GO:0099529,GO:0022835,GO:0099094,GO:0004888,GO:0034220
Dmagna001532-T2	GO:0022848,GO:0060079,GO:0045211,GO:0004888,GO:0034220
Dmagna001535-T1	GO:0007009
Dmagna001540-T1	GO:0016020
Dmagna001541-T1	GO:0016020
Dmagna001542-T1	GO:0080019,GO:1901568,GO:0005777,GO:0102965,GO:0031903,GO:0006637,GO:0016301,GO:0008611,GO:0016310
Dmagna001543-T1	GO:0080019,GO:1901568,GO:0005777,GO:0102965,GO:0031903,GO:0006637,GO:0016301,GO:0016310
Dmagna001545-T1	GO:0030968,GO:0004521,GO:1990604,GO:0004674,GO:0090502,GO:0006397,GO:0005524,GO:0006468,GO:0051082,GO:0070059,GO:0051252,GO:0010468
Dmagna001547-T1	GO:0080019,GO:1901568,GO:0005777,GO:0102965,GO:0031903,GO:0006637,GO:0016301,GO:0016310
Dmagna001548-T1	GO:0000127,GO:0006384,GO:0003677,GO:0042791,GO:0004197,GO:0005634,GO:0006508
Dmagna001549-T1	GO:0080019,GO:1901568,GO:0005777,GO:0102965,GO:0006637,GO:0016020,GO:0016301,GO:0016310
Dmagna001550-T1	GO:0004674,GO:0006468,GO:0034451,GO:0005654,GO:0005829,GO:0005524,GO:0032991,GO:0006950,GO:0018209,GO:0030071,GO:0001222,GO:0019894,GO:0140297,GO:0031625,GO:0019901,GO:0007059,GO:0000287,GO:0003676
Dmagna001551-T1	GO:0080019,GO:1901568,GO:0005777,GO:0102965,GO:0016020,GO:0016301,GO:0006637,GO:0016310
Dmagna001554-T1	GO:0008061,GO:0005576
Dmagna001559-T1	GO:0008061,GO:0005576,GO:0016020
Dmagna001560-T1	GO:0004850,GO:0009166,GO:0005737,GO:0009116,GO:0034656,GO:1901658,GO:0044206,GO:1901565
Dmagna001562-T1	GO:0008061,GO:0005576
Dmagna001563-T1	GO:0004454,GO:0006000,GO:0005737,GO:0046835,GO:0070873,GO:0010043,GO:0009744,GO:0009750,GO:0009749,GO:0032868,GO:0006753
Dmagna001564-T1	GO:0005765
Dmagna001566-T1	GO:0005765
Dmagna001577-T1	GO:0016020
Dmagna001584-T1	GO:0016020
Dmagna001585-T1	GO:1990904,GO:0003735,GO:0006412,GO:0005840,GO:0003729,GO:0030307,GO:0005759,GO:0010821,GO:0098798,GO:0140053
Dmagna001586-T1	GO:0046982,GO:0000786,GO:0030527,GO:0005634,GO:0003677
Dmagna001587-T1	GO:0046982,GO:0000786,GO:0006334,GO:0030527,GO:0005634,GO:0003677,GO:0070013,GO:0016020
Dmagna001588-T1	GO:0042302
Dmagna001589-T1	GO:0042302
Dmagna001590-T1	GO:0042302,GO:0062129
Dmagna001591-T1	GO:0000981,GO:0006357,GO:0005634,GO:0003677
Dmagna001598-T1	GO:0000224,GO:0006516,GO:0005737,GO:0005634,GO:0000104,GO:0046872,GO:0062023,GO:0045281,GO:0005515,GO:0009055,GO:0006517,GO:0006515,GO:0006950,GO:0010243,GO:0010498,GO:0071310,GO:0006099,GO:0022900
Dmagna001599-T1	GO:0015031,GO:0005737
Dmagna001600-T1	GO:0005634
Dmagna001601-T1	GO:0016020
Dmagna001603-T1	GO:0005929,GO:0030030,GO:0008158,GO:0005737,GO:0060563,GO:0070925,GO:0042733,GO:0005813,GO:0032991,GO:0007224,GO:0016020,GO:0001701,GO:0043010,GO:0001944,GO:0032880
Dmagna001604-T1	GO:0046873,GO:0030001,GO:0016020,GO:0055085,GO:0005768,GO:0006882,GO:1901702,GO:0005829,GO:0042147,GO:0032991,GO:0015031
Dmagna001605-T1	GO:0008270,GO:0005829,GO:0051289,GO:0016491,GO:0042178,GO:0016020,GO:0003730,GO:0070402,GO:0042802
Dmagna001605-T2	GO:0008270,GO:0005829,GO:0051289,GO:0016491,GO:0042178,GO:0016020,GO:0003730,GO:0070402,GO:0042802
Dmagna001606-T1	GO:0000904,GO:0016020,GO:0048513,GO:0048731,GO:0016043
Dmagna001607-T1	GO:0000904,GO:0005604,GO:0048513,GO:0048731,GO:0016043,GO:0034446,GO:0033627,GO:0035239,GO:0044085
Dmagna001617-T1	GO:0007264,GO:0005085,GO:0001784
Dmagna001621-T1	GO:0000981,GO:0006357,GO:0005634,GO:0043565
Dmagna001623-T1	GO:0003796,GO:0031640,GO:0005576,GO:0042742,GO:0008152
Dmagna001626-T1	GO:0000978,GO:0006357,GO:0000981
Dmagna001628-T1	GO:0010466,GO:0004867,GO:0005615
Dmagna001629-T1	GO:0005615,GO:0016020
Dmagna001634-T1	GO:0048788,GO:0048791,GO:0044325,GO:0050806,GO:0031267,GO:0048167,GO:0042734,GO:0042391
Dmagna001641-T1	GO:0061737,GO:0001965,GO:0031234,GO:0043547,GO:0005096,GO:0009617,GO:0005829,GO:0009968
Dmagna001642-T1	GO:0043130,GO:0016020,GO:0070936,GO:0000151,GO:0034976,GO:0005783,GO:0046872,GO:0034620,GO:0005829,GO:0061630,GO:0006511,GO:0016874,GO:0007165
Dmagna001643-T1	GO:0009982,GO:0001522,GO:0005634,GO:0008033,GO:0003723,GO:0005737,GO:0070013,GO:0140101,GO:0016556
Dmagna001645-T1	GO:0003921,GO:0006177,GO:0005524
Dmagna001646-T1	GO:0016020
Dmagna001653-T1	GO:0004843,GO:0043161,GO:0016579,GO:0070628,GO:0016740,GO:0061136
Dmagna001654-T1	GO:0016020,GO:0061060,GO:0035010,GO:0031410,GO:0072657,GO:0050829,GO:0071944,GO:0006909,GO:1990778
Dmagna001657-T1	GO:0003924,GO:0000045,GO:0005776,GO:0005525,GO:0031410,GO:0012506,GO:0006968,GO:0098588,GO:0042308,GO:0012505,GO:0035469,GO:0071910,GO:0097094,GO:0005813,GO:0003140,GO:0006886,GO:0030054,GO:0005829,GO:0019003,GO:0005886,GO:0061371,GO:0046039,GO:0060271
Dmagna001660-T1	GO:0004930,GO:0007186,GO:0016020
Dmagna001663-T1	GO:0016020
Dmagna001664-T1	GO:0016020
Dmagna001669-T1	GO:0005436,GO:0044341,GO:0016324,GO:0035725,GO:0005903,GO:0031982,GO:0005315
Dmagna001671-T1	GO:0016740,GO:0016020
Dmagna001678-T1	GO:0004114,GO:0007165,GO:0016020,GO:0046872
Dmagna001679-T1	GO:0017158,GO:0001786,GO:0016020,GO:0014059,GO:0019905,GO:0005544,GO:0030276,GO:0071277,GO:0017156,GO:0005509
Dmagna001683-T1	GO:0009922,GO:0006633,GO:0016020,GO:0102756,GO:0000038,GO:0030148,GO:0001676
Dmagna001684-T1	GO:0009922,GO:0006633,GO:0016020,GO:0102756,GO:0098827,GO:0000038,GO:0030148,GO:0035338,GO:0033559
Dmagna001685-T1	GO:0009922,GO:0006633,GO:0016020,GO:0102756,GO:0000038,GO:0030148
Dmagna001688-T1	GO:0009922,GO:0006633,GO:0016020,GO:0102756,GO:0000038,GO:0030148
Dmagna001689-T1	GO:0009922,GO:0006633,GO:0016020,GO:0102756,GO:0098827,GO:0000038,GO:0035338,GO:0033559,GO:0030148
Dmagna001690-T1	GO:0102756,GO:0006633,GO:0016020,GO:0009922
Dmagna001691-T1	GO:0009922,GO:0006633,GO:0005789,GO:0102756,GO:0102336,GO:0000038,GO:0035338,GO:0033559,GO:0030148
Dmagna001692-T1	GO:0009922,GO:0006633,GO:0016020,GO:0102756,GO:0000038,GO:0030148
Dmagna001693-T1	GO:0004965,GO:0007186,GO:0038039,GO:0007214
Dmagna001697-T1	GO:0048011,GO:0005737,GO:0032007,GO:0006469
Dmagna001697-T2	GO:0048011,GO:0005737,GO:0032007,GO:0006469
