Gene	Terms
Dmagna007536-T1	GO:0016020
Dmagna007540-T1	GO:0016324
Dmagna007541-T1	GO:0030544
Dmagna007541-T1	GO:0009408
Dmagna007541-T1	GO:0016020
Dmagna007541-T1	GO:0005829
Dmagna007541-T1	GO:0051082
Dmagna007541-T1	GO:0006457
Dmagna007541-T1	GO:0005524
Dmagna007541-T1	GO:0016310
Dmagna007541-T1	GO:0046872
Dmagna007541-T1	GO:0051087
Dmagna007541-T1	GO:0016301
Dmagna007543-T1	GO:0070006
Dmagna007543-T1	GO:0005739
Dmagna007543-T1	GO:0140647
Dmagna007543-T1	GO:0030145
Dmagna007543-T1	GO:0102009
Dmagna007543-T1	GO:0051537
Dmagna007544-T1	GO:0048513
Dmagna007544-T1	GO:0005509
Dmagna007544-T1	GO:0005615
Dmagna007544-T1	GO:0016301
Dmagna007544-T1	GO:0016310
Dmagna007544-T1	GO:0008201
Dmagna007544-T1	GO:0009653
Dmagna007544-T1	GO:0030154
Dmagna007544-T1	GO:0016043
Dmagna007544-T2	GO:0048513
Dmagna007544-T2	GO:0005509
Dmagna007544-T2	GO:0016020
Dmagna007544-T2	GO:0016301
Dmagna007544-T2	GO:0009653
Dmagna007544-T2	GO:0030154
Dmagna007544-T2	GO:0016310
Dmagna007544-T2	GO:0016043
Dmagna007550-T1	GO:0032222
Dmagna007550-T1	GO:0034235
Dmagna007550-T1	GO:0005886
Dmagna007550-T1	GO:1903818
Dmagna007550-T1	GO:0030431
Dmagna007550-T1	GO:0048511
Dmagna007550-T1	GO:0045187
Dmagna033916-T1	GO:0005634
Dmagna033916-T2	GO:0005634
Dmagna007552-T1	GO:0006990
Dmagna007552-T1	GO:0000977
Dmagna007552-T1	GO:0005634
Dmagna007552-T1	GO:0003700
Dmagna007554-T1	GO:0004703
Dmagna007554-T1	GO:0006468
Dmagna007554-T1	GO:0007165
Dmagna007554-T1	GO:0005524
Dmagna007554-T1	GO:0009966
Dmagna007554-T1	GO:0001664
Dmagna007555-T2	GO:0000978
Dmagna007555-T2	GO:0045893
Dmagna007555-T2	GO:0005634
Dmagna007555-T2	GO:0003700
Dmagna007555-T2	GO:0006357
Dmagna007555-T3	GO:0000978
Dmagna007555-T3	GO:0045893
Dmagna007555-T3	GO:0005634
Dmagna007555-T3	GO:0003700
Dmagna007555-T3	GO:0006357
Dmagna007555-T1	GO:0000978
Dmagna007555-T1	GO:0045893
Dmagna007555-T1	GO:0005634
Dmagna007555-T1	GO:0003700
Dmagna007555-T1	GO:0006357
Dmagna007559-T1	GO:0140664
Dmagna007559-T1	GO:0006281
Dmagna007559-T1	GO:0033063
Dmagna007559-T1	GO:0005813
Dmagna007559-T1	GO:0005657
Dmagna007559-T1	GO:0003677
Dmagna007559-T1	GO:0005524
Dmagna007559-T1	GO:0042148
Dmagna007559-T1	GO:0140527
Dmagna007559-T1	GO:0007127
Dmagna007559-T1	GO:0000723
Dmagna007559-T2	GO:0140664
Dmagna007559-T2	GO:0006281
Dmagna007559-T2	GO:0033063
Dmagna007559-T2	GO:0005813
Dmagna007559-T2	GO:0005657
Dmagna007559-T2	GO:0003677
Dmagna007559-T2	GO:0042148
Dmagna007559-T2	GO:0005524
Dmagna007559-T2	GO:0140527
Dmagna007559-T2	GO:0007127
Dmagna007559-T2	GO:0000723
Dmagna007559-T3	GO:0140664
Dmagna007559-T3	GO:0006281
Dmagna007559-T3	GO:0003677
Dmagna007559-T3	GO:0005524
Dmagna007560-T1	GO:0005634
Dmagna007560-T1	GO:0003723
Dmagna007560-T1	GO:0006355
Dmagna007560-T1	GO:0046872
Dmagna007560-T1	GO:0003743
Dmagna007560-T1	GO:0006413
Dmagna007560-T2	GO:0003723
Dmagna007562-T1	GO:0000209
Dmagna007562-T1	GO:0061630
Dmagna007562-T1	GO:0009966
Dmagna007562-T1	GO:0016874
Dmagna007562-T1	GO:0006511
Dmagna007563-T1	GO:0042256
Dmagna007563-T1	GO:0016020
Dmagna007564-T1	GO:0004842
Dmagna007564-T1	GO:0016567
Dmagna007564-T1	GO:0005634
Dmagna007564-T1	GO:0031625
Dmagna007564-T1	GO:0061659
Dmagna007564-T1	GO:0046872
Dmagna007568-T1	GO:0016301
Dmagna007568-T1	GO:0016310
Dmagna007570-T1	GO:0004722
Dmagna007570-T1	GO:0006470
Dmagna007570-T1	GO:0016020
Dmagna007570-T1	GO:0016301
Dmagna007570-T1	GO:0016310
Dmagna007570-T1	GO:0046872
Dmagna007571-T1	GO:0005764
Dmagna007571-T1	GO:0015031
Dmagna007571-T1	GO:0005198
Dmagna007571-T1	GO:0000776
Dmagna007571-T1	GO:0098852
Dmagna007571-T1	GO:0007059
Dmagna007571-T1	GO:1904263
Dmagna007571-T1	GO:0034198
Dmagna007571-T1	GO:0035859
Dmagna007571-T1	GO:0031080
Dmagna007572-T1	GO:0036038
Dmagna007572-T1	GO:0060271
Dmagna007572-T1	GO:0003729
Dmagna007572-T1	GO:0005849
Dmagna007572-T1	GO:0006378
Dmagna007572-T1	GO:0005737
Dmagna007572-T1	GO:0016020
Dmagna007573-T1	GO:0005849
Dmagna007573-T1	GO:0006378
Dmagna007573-T1	GO:0003729
Dmagna007573-T1	GO:0005737
Dmagna007573-T1	GO:0016787
Dmagna007594-T2	GO:0016301
Dmagna007594-T2	GO:0016310
Dmagna007594-T2	GO:0005886
Dmagna007594-T1	GO:0016301
Dmagna007594-T1	GO:0016310
Dmagna007594-T1	GO:0005886
Dmagna007595-T1	GO:0005576
Dmagna007595-T1	GO:0016787
Dmagna007595-T1	GO:0016020
Dmagna007596-T1	GO:0106413
Dmagna007596-T1	GO:0002943
Dmagna007596-T1	GO:0005737
Dmagna007596-T1	GO:0000049
Dmagna007596-T1	GO:0050660
Dmagna007596-T1	GO:0140101
Dmagna007596-T1	GO:0010468
Dmagna007598-T1	GO:0043565
Dmagna007598-T1	GO:0005634
Dmagna007598-T1	GO:0006355
Dmagna007598-T1	GO:0003700
Dmagna007598-T1	GO:0009653
Dmagna007598-T1	GO:0048731
Dmagna007599-T1	GO:0042350
Dmagna007599-T1	GO:0008446
Dmagna007599-T1	GO:0019673
Dmagna007599-T1	GO:0008417
Dmagna007599-T1	GO:0021744
Dmagna007599-T1	GO:0021564
Dmagna007599-T1	GO:0010842
Dmagna007599-T1	GO:0007219
Dmagna007599-T1	GO:0045747
Dmagna007599-T1	GO:0048477
Dmagna007599-T1	GO:0045165
Dmagna007600-T1	GO:0005200
Dmagna007600-T1	GO:0005874
Dmagna007600-T1	GO:0007017
Dmagna007600-T1	GO:0007010
Dmagna007600-T1	GO:0003924
Dmagna007600-T1	GO:0005525
Dmagna007600-T1	GO:0000278
Dmagna007600-T1	GO:0005737
Dmagna007600-T1	GO:0004386
Dmagna007600-T1	GO:0046872
Dmagna007602-T1	GO:0004385
Dmagna007602-T1	GO:0046710
Dmagna007602-T1	GO:0005829
Dmagna007602-T1	GO:0046037
Dmagna007602-T1	GO:0016020
Dmagna007602-T1	GO:0005524
Dmagna007602-T1	GO:0016310
Dmagna007603-T1	GO:1990316
Dmagna007603-T1	GO:0000045
Dmagna007603-T1	GO:0000407
Dmagna007603-T1	GO:0005829
Dmagna007603-T1	GO:0034727
Dmagna007603-T1	GO:0000423
Dmagna007603-T1	GO:0008104
Dmagna007604-T1	GO:0005509
Dmagna007604-T1	GO:0005783
Dmagna007604-T1	GO:0016020
Dmagna007605-T1	GO:0008113
Dmagna007605-T1	GO:0034599
Dmagna007605-T1	GO:0005737
Dmagna007605-T1	GO:0036456
Dmagna007605-T1	GO:0036211
Dmagna007607-T1	GO:0004582
Dmagna007607-T1	GO:0006486
Dmagna007607-T1	GO:0005783
Dmagna007607-T1	GO:0004169
Dmagna007607-T1	GO:0042175
Dmagna007607-T1	GO:0031984
Dmagna007607-T1	GO:0031090
Dmagna007607-T1	GO:0061061
Dmagna007607-T1	GO:0097502
Dmagna007607-T1	GO:0006490
Dmagna007607-T1	GO:0006506
Dmagna007608-T1	GO:0008380
Dmagna007608-T1	GO:0036396
Dmagna007608-T1	GO:0006397
Dmagna007608-T1	GO:0005634
Dmagna007608-T1	GO:0080009
Dmagna007609-T1	GO:0016020
Dmagna007611-T1	GO:0019773
Dmagna007611-T1	GO:0006511
Dmagna007611-T1	GO:0005634
Dmagna007611-T1	GO:0005737
Dmagna007613-T1	GO:0005634
Dmagna007613-T1	GO:0003677
Dmagna007613-T1	GO:0006357
Dmagna007613-T1	GO:0000981
Dmagna007614-T1	GO:1900364
Dmagna007614-T1	GO:0008143
Dmagna007614-T1	GO:0005634
Dmagna007614-T1	GO:0043488
Dmagna007614-T1	GO:0046872
Dmagna007615-T2	GO:0008061
Dmagna007615-T2	GO:0005576
Dmagna007617-T1	GO:0003700
Dmagna007617-T1	GO:0005634
Dmagna007617-T1	GO:0006355
Dmagna007617-T1	GO:0003677
Dmagna007620-T1	GO:0003700
Dmagna007620-T1	GO:0005634
Dmagna007620-T1	GO:0006355
Dmagna007620-T1	GO:0003677
Dmagna007627-T1	GO:0008278
Dmagna007627-T1	GO:0007062
Dmagna007627-T1	GO:0003682
Dmagna007627-T1	GO:0005634
Dmagna007627-T1	GO:0045144
Dmagna007627-T1	GO:0006302
Dmagna007628-T1	GO:0007034
Dmagna007628-T1	GO:0000815
Dmagna007628-T1	GO:0003700
Dmagna007628-T1	GO:0005771
Dmagna007628-T1	GO:0003677
Dmagna007628-T1	GO:0009898
Dmagna007628-T1	GO:0006900
Dmagna007628-T1	GO:0032509
Dmagna007628-T1	GO:0006355
Dmagna007629-T1	GO:0042555
Dmagna007629-T1	GO:0006270
Dmagna007629-T1	GO:0003678
Dmagna007629-T1	GO:0005634
Dmagna007629-T1	GO:0032508
Dmagna007629-T1	GO:0003677
Dmagna007629-T1	GO:0005524
Dmagna007629-T1	GO:0032993
Dmagna007629-T1	GO:0005694
Dmagna007629-T1	GO:0016887
Dmagna007629-T1	GO:0070013
Dmagna007629-T1	GO:0007052
Dmagna007629-T1	GO:0016020
Dmagna007629-T1	GO:0005515
Dmagna007629-T1	GO:0000727
Dmagna007629-T1	GO:1902969
Dmagna007629-T1	GO:0006271
Dmagna007629-T1	GO:0030174
Dmagna007630-T1	GO:0016020
Dmagna007630-T1	GO:0003700
Dmagna007630-T1	GO:0006355
Dmagna007630-T1	GO:0003677
Dmagna007632-T1	GO:0070782
Dmagna007632-T1	GO:0016020
Dmagna007632-T1	GO:0043652
Dmagna007632-T1	GO:0071944
Dmagna007632-T1	GO:1902742
Dmagna007641-T1	GO:0046983
Dmagna007647-T1	GO:0000981
Dmagna007647-T1	GO:0006357
Dmagna007647-T1	GO:0005634
Dmagna007647-T1	GO:0003677
Dmagna007649-T1	GO:0070573
Dmagna007649-T1	GO:0005764
Dmagna007649-T1	GO:0043171
Dmagna007649-T1	GO:0005794
Dmagna007649-T1	GO:0006508
Dmagna007649-T1	GO:0005783
Dmagna007649-T1	GO:0004180
Dmagna007649-T1	GO:0042803
Dmagna007649-T1	GO:0005615
Dmagna007649-T1	GO:0004177
Dmagna007649-T1	GO:0016020
Dmagna007649-T1	GO:0071944
Dmagna007651-T1	GO:0016428
Dmagna007651-T1	GO:0030488
Dmagna007651-T1	GO:0005634
Dmagna007651-T1	GO:0000049
Dmagna007651-T1	GO:0033391
Dmagna007651-T1	GO:0070062
Dmagna007651-T1	GO:0062152
Dmagna007651-T1	GO:0070013
Dmagna007651-T1	GO:0005739
Dmagna007651-T1	GO:0007614
Dmagna007651-T1	GO:0036416
Dmagna007651-T1	GO:0048820
Dmagna007651-T1	GO:0010793
Dmagna007651-T1	GO:0033313
Dmagna007651-T1	GO:2000736
Dmagna007651-T1	GO:0007286
Dmagna007651-T1	GO:0001701
Dmagna007651-T1	GO:0080009
Dmagna007652-T1	GO:0016020
Dmagna007657-T1	GO:0005783
Dmagna007657-T1	GO:0007030
Dmagna007657-T1	GO:0006888
Dmagna007657-T1	GO:0042175
Dmagna007657-T1	GO:0031984
Dmagna007657-T1	GO:0006886
Dmagna007657-T1	GO:0031090
Dmagna007657-T1	GO:0005793
Dmagna007657-T1	GO:0030134
Dmagna007657-T1	GO:0005794
Dmagna007658-T1	GO:0006893
Dmagna007658-T1	GO:0000145
Dmagna007658-T1	GO:0031267
Dmagna007658-T1	GO:0006887
Dmagna007658-T1	GO:0035003
Dmagna007658-T1	GO:0005642
Dmagna007658-T1	GO:0016028
Dmagna007658-T1	GO:0048468
Dmagna007658-T1	GO:1904115
Dmagna007658-T1	GO:0015031
Dmagna007658-T1	GO:0031594
Dmagna007658-T1	GO:0055037
Dmagna007658-T1	GO:0048731
Dmagna007658-T1	GO:0030136
Dmagna007658-T1	GO:0009605
Dmagna007658-T1	GO:0048214
Dmagna007658-T1	GO:1905383
Dmagna007658-T1	GO:0035146
Dmagna007658-T1	GO:0071896
Dmagna007658-T1	GO:0072697
Dmagna007658-T1	GO:0031340
Dmagna007658-T1	GO:0090128
Dmagna007658-T1	GO:0045056
Dmagna007658-T1	GO:0007349
Dmagna007658-T1	GO:0008089
Dmagna007658-T1	GO:0061951
Dmagna007658-T1	GO:0010631
Dmagna007658-T1	GO:0032456
Dmagna007658-T1	GO:0007292
Dmagna007658-T1	GO:0030855
Dmagna007658-T1	GO:0022412
Dmagna007658-T1	GO:0003006
Dmagna007658-T1	GO:0006955
Dmagna007658-T1	GO:0006952
Dmagna007658-T1	GO:0009607
Dmagna007658-T1	GO:0044419
Dmagna007659-T1	GO:0006367
Dmagna007659-T1	GO:0003678
Dmagna007659-T1	GO:0005675
Dmagna007659-T1	GO:0006289
Dmagna007659-T1	GO:0032508
Dmagna007659-T1	GO:0003677
Dmagna007659-T1	GO:0005524
Dmagna007659-T1	GO:0016787
Dmagna007659-T1	GO:0000112
Dmagna007659-T1	GO:0097550
Dmagna007659-T1	GO:0031390
Dmagna007659-T1	GO:0005525
Dmagna007659-T1	GO:0005515
Dmagna007659-T1	GO:0009411
Dmagna007659-T1	GO:0001109
Dmagna007659-T1	GO:0001120
Dmagna007659-T1	GO:0007064
Dmagna007660-T1	GO:0000398
Dmagna007660-T1	GO:0003723
Dmagna007660-T1	GO:0071005
Dmagna007660-T1	GO:0031965
Dmagna007660-T1	GO:0000384
Dmagna007660-T1	GO:0005730
Dmagna007660-T1	GO:0005783
Dmagna007660-T1	GO:0005515
Dmagna007660-T1	GO:0005686
Dmagna007660-T1	GO:0022618
Dmagna007660-T1	GO:0005654
Dmagna007661-T1	GO:0004815
Dmagna007661-T1	GO:0006422
Dmagna007661-T1	GO:0005737
Dmagna007661-T1	GO:0017101
Dmagna007661-T1	GO:0005524
Dmagna007661-T1	GO:0003676
Dmagna007662-T1	GO:0140358
Dmagna007662-T1	GO:0098655
Dmagna007662-T1	GO:0016020
Dmagna007662-T1	GO:0019829
Dmagna007662-T1	GO:0005770
Dmagna007662-T1	GO:0016887
Dmagna007662-T1	GO:0006874
Dmagna007662-T1	GO:1902047
Dmagna007662-T1	GO:0005524
Dmagna007662-T1	GO:0046872
Dmagna007662-T1	GO:0015203
Dmagna007662-T2	GO:0140358
Dmagna007662-T2	GO:0098655
Dmagna007662-T2	GO:0016020
Dmagna007662-T2	GO:0019829
Dmagna007662-T2	GO:0005770
Dmagna007662-T2	GO:0016887
Dmagna007662-T2	GO:0006874
Dmagna007662-T2	GO:1902047
Dmagna007662-T2	GO:0005524
Dmagna007662-T2	GO:0046872
Dmagna007662-T2	GO:0015203
Dmagna007663-T2	GO:0010185
Dmagna007663-T2	GO:0042806
Dmagna007663-T2	GO:0043296
Dmagna007663-T2	GO:0001868
Dmagna007663-T2	GO:0016020
Dmagna007663-T2	GO:0004930
Dmagna007663-T2	GO:0005509
Dmagna007663-T2	GO:0035317
Dmagna007663-T2	GO:0016787
Dmagna007663-T2	GO:0042067
Dmagna007663-T2	GO:0050821
Dmagna007663-T2	GO:0007156
Dmagna007663-T2	GO:0007186
Dmagna007663-T1	GO:0010185
Dmagna007663-T1	GO:0042806
Dmagna007663-T1	GO:0016020
Dmagna007663-T1	GO:0001868
Dmagna007663-T1	GO:0043296
Dmagna007663-T1	GO:0004930
Dmagna007663-T1	GO:0005509
Dmagna007663-T1	GO:0016787
Dmagna007663-T1	GO:0035317
Dmagna007663-T1	GO:0042067
Dmagna007663-T1	GO:0050821
Dmagna007663-T1	GO:0007156
Dmagna007663-T1	GO:0007186
Dmagna007664-T1	GO:0004553
Dmagna007664-T1	GO:0005975
Dmagna007664-T1	GO:0016020
Dmagna007664-T1	GO:0009057
Dmagna007664-T1	GO:0044248
Dmagna007664-T1	GO:0044260
Dmagna007665-T1	GO:0032515
Dmagna007665-T1	GO:0004865
Dmagna007665-T1	GO:0003824
Dmagna007666-T1	GO:0003723
Dmagna007666-T1	GO:0034462
Dmagna007666-T1	GO:0005730
Dmagna007666-T1	GO:0000472
Dmagna007666-T1	GO:0000480
Dmagna007666-T1	GO:0000447
Dmagna007669-T1	GO:0045944
Dmagna007669-T1	GO:0003700
Dmagna007669-T1	GO:0005634
Dmagna007669-T1	GO:0003677
Dmagna007669-T1	GO:0016020
Dmagna007670-T1	GO:0008318
Dmagna007670-T1	GO:0097354
Dmagna007670-T1	GO:0005953
Dmagna007670-T1	GO:0005965
Dmagna007670-T1	GO:0036211
Dmagna007670-T1	GO:0016020
Dmagna007670-T1	GO:0042302
Dmagna007671-T1	GO:0008270
Dmagna007671-T1	GO:0016020
Dmagna007672-T1	GO:0000981
Dmagna007672-T1	GO:0006357
Dmagna007672-T1	GO:0005634
Dmagna007672-T1	GO:0003677
Dmagna007672-T1	GO:0001067
Dmagna007675-T1	GO:0044221
Dmagna007675-T1	GO:0090729
Dmagna007675-T1	GO:0006887
Dmagna007675-T1	GO:0005102
Dmagna007675-T1	GO:0044218
Dmagna007675-T1	GO:0016020
Dmagna007675-T1	GO:0035821
Dmagna007675-T1	GO:0033644
Dmagna007675-T1	GO:0005576
Dmagna007675-T1	GO:0006621
Dmagna007675-T1	GO:0071944
Dmagna007675-T1	GO:0005783
Dmagna007675-T1	GO:0031984
Dmagna007676-T1	GO:0046872
Dmagna007676-T2	GO:0046872
Dmagna007682-T1	GO:0005669
Dmagna007682-T1	GO:0046982
Dmagna007682-T1	GO:0006413
Dmagna007682-T1	GO:0003743
Dmagna007682-T1	GO:0006367
Dmagna007683-T1	GO:0005762
Dmagna007683-T1	GO:0003735
Dmagna007684-T1	GO:0099643
Dmagna007684-T1	GO:0008021
Dmagna007684-T1	GO:0005524
Dmagna007684-T1	GO:0001505
Dmagna007684-T1	GO:0006836
Dmagna007684-T1	GO:0098916
Dmagna007684-T1	GO:0046872
Dmagna007684-T1	GO:0051649
Dmagna007684-T1	GO:0016020
Dmagna007685-T1	GO:0008191
Dmagna007685-T1	GO:0010466
Dmagna007685-T1	GO:0005576
Dmagna007685-T1	GO:0008237
Dmagna007685-T1	GO:0006508
Dmagna007686-T1	GO:0099643
Dmagna007686-T1	GO:0008021
Dmagna007686-T1	GO:0005524
Dmagna007686-T1	GO:0001505
Dmagna007686-T1	GO:0006836
Dmagna007686-T1	GO:0098916
Dmagna007686-T1	GO:0051649
Dmagna007688-T1	GO:0016020
Dmagna007692-T1	GO:0004672
Dmagna007692-T1	GO:0006468
Dmagna007692-T1	GO:0005634
Dmagna007692-T1	GO:0005524
Dmagna007692-T1	GO:0018209
Dmagna007692-T1	GO:0032435
Dmagna007692-T1	GO:0032873
Dmagna007692-T1	GO:0050728
Dmagna007692-T1	GO:0034644
Dmagna007692-T1	GO:0051403
Dmagna007692-T1	GO:0001933
Dmagna007692-T1	GO:0043161
Dmagna007692-T2	GO:0004672
Dmagna007692-T2	GO:0006468
Dmagna007692-T2	GO:0005634
Dmagna007692-T2	GO:0005524
Dmagna007692-T2	GO:0018209
Dmagna007692-T2	GO:0032435
Dmagna007692-T2	GO:0032873
Dmagna007692-T2	GO:0050728
Dmagna007692-T2	GO:0034644
Dmagna007692-T2	GO:0051403
Dmagna007692-T2	GO:0001933
Dmagna007692-T2	GO:0043161
Dmagna007699-T1	GO:0006325
Dmagna007699-T1	GO:0005634
Dmagna007699-T1	GO:0003682
Dmagna007699-T1	GO:0006351
Dmagna007699-T1	GO:0044877
Dmagna007699-T1	GO:0140713
Dmagna007699-T1	GO:0000417
Dmagna007699-T1	GO:0006355
Dmagna007699-T1	GO:0035039
Dmagna007700-T1	GO:0016491
Dmagna007700-T1	GO:0016020
Dmagna007701-T1	GO:0003682
Dmagna007701-T1	GO:0006260
Dmagna007701-T1	GO:0016887
Dmagna007701-T1	GO:0003677
Dmagna007701-T1	GO:0005524
Dmagna007701-T1	GO:0046872
Dmagna007703-T1	GO:0005634
Dmagna007703-T1	GO:0042273
Dmagna007703-T1	GO:0003723
Dmagna007703-T1	GO:0042274
Dmagna007703-T1	GO:0003677
Dmagna007703-T1	GO:0070013
Dmagna007703-T1	GO:0043232
Dmagna007704-T1	GO:0016020
Dmagna007704-T1	GO:0050935
Dmagna007704-T1	GO:0006225
Dmagna007704-T1	GO:0005740
Dmagna007704-T1	GO:0006067
Dmagna007705-T1	GO:0042149
Dmagna007705-T1	GO:0016020
Dmagna007705-T1	GO:0061462
Dmagna007705-T1	GO:1904262
Dmagna007705-T1	GO:0034198
Dmagna007706-T2	GO:0009791
Dmagna007706-T2	GO:0051239
Dmagna007706-T2	GO:0050793
Dmagna007706-T2	GO:0006355
Dmagna007706-T1	GO:0009791
Dmagna007706-T1	GO:0051239
Dmagna007706-T1	GO:0050793
Dmagna007706-T1	GO:0006355
Dmagna007706-T3	GO:0009791
Dmagna007706-T3	GO:0051239
Dmagna007706-T3	GO:0050793
Dmagna007706-T3	GO:0006355
Dmagna007718-T1	GO:0004372
Dmagna007718-T1	GO:0019264
Dmagna007718-T1	GO:0005739
Dmagna007718-T1	GO:0035999
Dmagna007718-T1	GO:0030170
Dmagna007718-T1	GO:0070552
Dmagna007718-T1	GO:0005829
Dmagna007718-T1	GO:0070013
Dmagna007718-T1	GO:0008168
Dmagna007718-T1	GO:0070905
Dmagna007718-T1	GO:0019866
Dmagna007718-T1	GO:0000900
Dmagna007718-T1	GO:0048027
Dmagna007718-T1	GO:0042803
Dmagna007718-T1	GO:0008270
Dmagna007718-T1	GO:0032259
Dmagna007718-T1	GO:0006565
Dmagna007718-T1	GO:0002082
Dmagna007718-T1	GO:0051289
Dmagna007718-T1	GO:0046655
Dmagna007718-T1	GO:0009113
Dmagna007718-T1	GO:0017148
Dmagna007719-T1	GO:0005634
Dmagna007719-T1	GO:0003677
Dmagna007719-T1	GO:0006357
Dmagna007719-T1	GO:0048856
Dmagna007719-T1	GO:0001067
Dmagna007719-T1	GO:0000981
Dmagna007719-T2	GO:0005634
Dmagna007719-T2	GO:0003677
Dmagna007719-T2	GO:0006357
Dmagna007719-T2	GO:0048856
Dmagna007719-T2	GO:0001067
Dmagna007719-T2	GO:0000981
Dmagna007735-T1	GO:0000737
Dmagna007735-T1	GO:0048476
Dmagna007735-T1	GO:0008821
Dmagna007735-T1	GO:0000727
Dmagna007735-T1	GO:0005634
Dmagna007735-T1	GO:0003677
Dmagna007735-T1	GO:0046872
Dmagna007735-T2	GO:0000737
Dmagna007735-T2	GO:0048476
Dmagna007735-T2	GO:0008821
Dmagna007735-T2	GO:0000727
Dmagna007735-T2	GO:0005634
Dmagna007735-T2	GO:0003677
Dmagna007735-T2	GO:0046872
Dmagna007735-T3	GO:0000737
Dmagna007735-T3	GO:0048476
Dmagna007735-T3	GO:0008821
Dmagna007735-T3	GO:0000727
Dmagna007735-T3	GO:0005634
Dmagna007735-T3	GO:0003677
Dmagna007735-T3	GO:0046872
Dmagna007738-T1	GO:0022857
Dmagna007738-T1	GO:0055085
Dmagna007738-T1	GO:0016020
Dmagna007739-T1	GO:0005509
Dmagna007739-T1	GO:0005576
Dmagna007739-T1	GO:0007399
Dmagna007739-T1	GO:0005886
Dmagna007739-T1	GO:0120039
Dmagna007739-T1	GO:0007155
Dmagna007739-T1	GO:0000904
Dmagna007739-T1	GO:0120036
Dmagna007739-T1	GO:0006935
Dmagna007739-T1	GO:0030510
Dmagna007740-T1	GO:1903394
Dmagna007740-T1	GO:0005828
Dmagna007740-T1	GO:0031267
Dmagna007740-T1	GO:1990423
Dmagna007740-T1	GO:0071173
Dmagna007740-T1	GO:0071174
Dmagna007740-T1	GO:0045841
Dmagna007740-T1	GO:0005737
Dmagna007740-T1	GO:0000070
Dmagna007741-T1	GO:0046872
Dmagna007741-T1	GO:0045944
Dmagna007742-T1	GO:0019784
Dmagna007742-T1	GO:0006508
Dmagna007742-T1	GO:0008234
Dmagna007742-T1	GO:0070647
Dmagna007745-T1	GO:0001671
Dmagna007745-T1	GO:0032781
Dmagna007745-T1	GO:0005840
Dmagna007745-T1	GO:0008198
Dmagna007745-T1	GO:0006412
Dmagna007745-T1	GO:0003735
Dmagna007747-T1	GO:0006886
Dmagna007747-T1	GO:0005737
Dmagna007747-T1	GO:0016192
Dmagna007747-T1	GO:0016020
Dmagna007747-T1	GO:0090174
Dmagna007747-T1	GO:0016050
Dmagna007747-T1	GO:0006914
Dmagna007748-T1	GO:1903963
Dmagna007748-T1	GO:0004623
Dmagna007748-T1	GO:0005576
Dmagna007748-T1	GO:0016020
Dmagna007748-T1	GO:0032309
Dmagna007748-T1	GO:0005509
Dmagna007748-T1	GO:0016042
Dmagna007748-T1	GO:0006644
Dmagna007749-T1	GO:0003777
Dmagna007749-T1	GO:0007018
Dmagna007749-T1	GO:0005874
Dmagna007749-T1	GO:0008017
Dmagna007749-T1	GO:0048489
Dmagna007749-T1	GO:0005524
Dmagna007749-T1	GO:0097120
Dmagna007749-T1	GO:0099111
Dmagna007749-T1	GO:0032839
Dmagna007749-T1	GO:0005871
Dmagna007749-T1	GO:0030705
Dmagna007749-T1	GO:0007411
Dmagna007749-T1	GO:0016887
Dmagna007750-T1	GO:0006596
Dmagna007750-T1	GO:0016740
Dmagna007750-T1	GO:0005829
Dmagna007750-T1	GO:0016020
Dmagna007750-T1	GO:0008216
Dmagna007751-T1	GO:0004970
Dmagna007751-T1	GO:0035235
Dmagna007751-T1	GO:0016020
Dmagna007752-T1	GO:0031514
Dmagna007752-T1	GO:0060295
Dmagna007752-T1	GO:0018094
Dmagna007752-T1	GO:2000155
Dmagna007752-T1	GO:0003353
Dmagna007752-T1	GO:0007291
Dmagna007752-T1	GO:0005730
Dmagna007752-T1	GO:0007288
Dmagna007752-T1	GO:0036064
Dmagna007752-T1	GO:2000243
Dmagna007752-T1	GO:0005879
Dmagna007752-T1	GO:0071011
Dmagna007752-T1	GO:0071013
Dmagna007752-T1	GO:0005814
Dmagna007752-T1	GO:0040011
Dmagna007752-T1	GO:0003356
Dmagna007752-T1	GO:0065008
Dmagna007752-T1	GO:0000398
Dmagna007753-T1	GO:0015276
Dmagna007753-T1	GO:0034220
Dmagna007753-T1	GO:0016020
Dmagna007755-T1	GO:0004181
Dmagna007755-T1	GO:0006508
Dmagna007755-T1	GO:0005615
Dmagna007755-T1	GO:0008270
Dmagna007756-T1	GO:0007157
Dmagna007756-T1	GO:0008305
Dmagna007756-T1	GO:0004180
Dmagna007756-T1	GO:0007229
Dmagna007756-T1	GO:0005178
Dmagna007756-T1	GO:0009897
Dmagna007756-T1	GO:0033627
Dmagna007756-T1	GO:0007160
Dmagna007757-T1	GO:0007157
Dmagna007757-T1	GO:0008305
Dmagna007757-T1	GO:0005178
Dmagna007757-T1	GO:0007229
Dmagna007757-T1	GO:0033627
Dmagna007757-T1	GO:0009897
Dmagna007757-T1	GO:0007160
Dmagna007760-T1	GO:0016020
Dmagna007764-T1	GO:0004181
Dmagna007764-T1	GO:0006508
Dmagna007764-T1	GO:0005615
Dmagna007764-T1	GO:0008270
Dmagna007778-T1	GO:0000977
Dmagna007778-T1	GO:0006357
